"id","mien","english","category","source"
"521","hnoi-ziangx se zoux hnaangx nyei ziangh hoc","'Right day is the time to make food.' Harvest timing was determined by careful observation of lunar and seasonal indicators. Cutting rice on the correct day was believed to ensure the grain would store well and the spirits would be satisfied.","calendar","Arisawa (2016)"
"522","laeng nyei ziangh hoc mbuo siou ndiangx","'Cold time we gather firewood.' The cool dry season was dedicated to gathering and stockpiling firewood. This seasonal task was essential preparation for the months of ceremonial activity when large fires were needed for cooking and rituals.","calendar","Arisawa (2016)"
"523","hlaax-juov se longx nyei hlaax zoux gaux","'Ninth month is a good month for ceremony.' Certain months in the Mien calendar were considered more auspicious than others for ritual activity. The ninth lunar month was widely regarded as favorable for ordination and major spiritual undertakings.","calendar","Arisawa (2016)"
"524","mbuo m'jangc gorn-ndoqv nyei hnoi","'We remember ancestral days.' Specific calendar dates were set aside for ancestral remembrance. On these days, families prepared offerings of food and spirit money, recited genealogies, and renewed their connection with deceased forebears.","calendar","Arisawa (2016)"
"525","hnoi-nyuoqc mbuo mv zoux gong","'Rest day we do not work.' The Mien calendar included periodic rest days when field labor was prohibited. These taboo days allowed both people and the earth to recuperate, and violating them was believed to bring misfortune.","calendar","Arisawa (2016)"
"526","hnyangx-nzaeng nyei jauv youh nzaangc-douc","'The old year's path travels a long road.' This phrase evoked the passage of time and the journey of the departing year. During New Year ceremonies, ritual specialists symbolically sent off the old year with its accumulated troubles.","calendar","Arisawa (2016)"
"527","baamz-douc nyei hlaax mbuo buatc hleix","'Long night month we see stars.' During the longest nights of the dry season, Mien elders read the stars for agricultural guidance. Certain star configurations indicated when to begin clearing fields for the coming planting season.","calendar","Arisawa (2016)"
"528","mbuo lorx hnoi longx bun dorn dorng jaa","'We find a good day for the child to establish family.' Weddings required the most careful calendrical selection. Both families consulted specialists who compared the couple's birth dates against the lunar calendar to identify the most harmonious wedding date.","calendar","Arisawa (2016)"
"529","caamx-zei nyei ziangh hoc taux aqv","'Planting season time has arrived.' The planting season was announced by a combination of calendar calculation and natural observation. When the right lunar date coincided with proper soil moisture and temperature, village leaders signaled the start of planting.","calendar","Arisawa (2016)"
"530","mbuo zoux gaux jiex hnyangx bun ong-taaix","'We perform year-crossing ceremony for the ancestors.' The year-end ancestral ceremony was among the most important calendar observances. Every Mien household prepared elaborate offerings to ensure ancestral spirits were properly honored at the turning of the year.","calendar","Arisawa (2016)"
"531","mienh gox yiem norm zingh nyei waac","'Elders are at the village's words.' Village elders served as the primary arbiters of customary law. Their accumulated knowledge of precedent and tradition gave them authority to interpret and apply Mien legal principles.","law","Arisawa (2016)"
"532","mbuo mbenc waac bun i bung mienh","'We arrange words for both sides of people.' Dispute resolution in Mien customary law required hearing both parties fully. Mediators ensured each side had ample opportunity to present their case before any judgment was rendered.","law","Arisawa (2016)"
"533","dorng jaa nyei nyaanh-zoux se waac-dorng","'Marriage silver payment is the legal agreement.' Bride price negotiations were governed by detailed customary rules. The amount of silver exchanged formalized the marriage contract and established reciprocal obligations between the two families.","law","Arisawa (2016)"
"534","zoux dorngc ziouc zuqc jaauv","'Do wrong then must pay.' This principle of compensation underpinned Mien customary law. Rather than punishment for its own sake, the legal system focused on restoring balance through appropriate payment to the injured party.","law","Arisawa (2016)"
"535","zingh-hlen nyei mienh gox mbenc sic","'Village elders arrange matters.' The village council of elders constituted the primary judicial body in Mien communities. They convened to hear disputes, interpret customary precedent, and render decisions binding on all parties.","law","Arisawa (2016)"
"536","nqoi jaa nyei waac maaih leiz daaih","'Divorce words have great law.' Divorce proceedings followed strict customary protocols. The return or retention of bride price payments depended on which party initiated the separation and whether fault could be established.","law","Arisawa (2016)"
"537","mienh nyei buonc-gong zuqc bun ziangx","'A person's share of work must be given fairly.' Customary law governed the equitable distribution of communal labor. Each household was expected to contribute proportionally to shared tasks like path clearing, irrigation, and ceremonial preparation.","law","Arisawa (2016)"
"538","nimc jaa nyei leiz mbuo diuc jienv","'Inheritance law we keep holding.' Mien inheritance customs specified how property passed between generations. Sons typically divided land equally, while ritual paraphernalia and ancestral paintings passed to the eldest son or the designated spiritual heir.","law","Arisawa (2016)"
"539","gorngv-Loss leiz yiem zingh nyei mienh gox","'Speaking dispute law is at the village elders.' When a conflict could not be resolved between families privately, it was escalated to the village council. The formal hearing process followed established procedural norms respected by all community members.","law","Arisawa (2016)"
"540","zuqc jaauv dungz caux gaeqv bun mienh","'Must pay pigs and chickens to the people.' Fines in Mien customary law were often assessed in livestock. The severity of the offense determined whether payment was in chickens for minor infractions or pigs for serious transgressions.","law","Arisawa (2016)"
"541","i bung mienh oix zuqc horpc hnyouv","'Both sides of people must be satisfied in heart.' The goal of Mien dispute resolution was mutual satisfaction rather than winner-take-all judgment. Mediators worked toward compromise solutions that preserved social harmony within the community.","law","Arisawa (2016)"
"542","mbuo nyei leiz jiex doic jiex doic","'Our law passes generation to generation.' Mien customary law was transmitted orally from elders to their successors. This living legal tradition adapted to new circumstances while maintaining core principles of fairness and communal harmony.","law","Arisawa (2016)"
"543","zoux dorngc mienh nyei deic zuqc jaauv nyaanh","'Do wrong to someone's land must pay silver.' Land disputes were among the most serious matters in Mien customary law. Encroachment on another family's fields required silver compensation and a formal boundary restoration ceremony.","law","Arisawa (2016)"
"544","maac-diex nyei waac dorn zuqc muangx","'Parents' words children must listen.' Filial obligation was a cornerstone of Mien customary law. Children were legally and morally bound to respect parental authority, and serious disobedience could result in community censure and ritual consequences.","law","Arisawa (2016)"
"545","cienh nyaanh nyei leiz maaih waac-fiev","'Debt silver law has written words.' While much Mien law was oral, significant debts were sometimes recorded on paper. These written agreements specified the amount owed, repayment terms, and consequences of default, witnessed by village elders.","law","Arisawa (2016)"
"546","zoux gaux nyei leiz zuqc ei jienv","'Ceremony law must be followed.' Ritual obligations carried the force of customary law. Failure to perform required ceremonies on schedule or to proper standards could result in spiritual sanctions and social disapproval from the community.","law","Arisawa (2016)"
"547","mienh gox bun waac ziouc zuqc muangx","'Elders give words then must listen.' Once the village council rendered a decision, compliance was expected from all parties. Defying an elder council's ruling could result in social ostracism, the most severe sanction in a close-knit highland community.","law","Arisawa (2016)"
"548","dorn-jueiv nimc diex nyei biauv caux deic","'Youngest son inherits father's house and land.' In many Mien communities, the youngest son who remained in the parental home inherited the family residence and surrounding farmland. This custom ensured aging parents had a caretaker in their final years.","law","Arisawa (2016)"
"549","cuotv zingh nyei leiz oix zuqc mbenc","'Leaving village law must be arranged.' Families departing a village were subject to customary procedures. Outstanding debts had to be settled, communal obligations fulfilled, and proper notification given to village leaders and spirit priests.","law","Arisawa (2016)"
"550","waac-baengh se mienh yietc zungv nyei leiz","'Fair words are everyone's law.' This maxim expressed the ideal that customary law applied equally to all community members. Neither wealth nor social status was supposed to influence the outcome of dispute resolution proceedings.","law","Arisawa (2016)"
"551","ndaam zuoqc zoux biauv nyei jauv","'Bamboo is the way of making houses.' Bamboo was the primary building material for traditional Mien houses. Its strength, flexibility, and rapid growth made it ideal for highland construction, and specialized knowledge governed its selection and preparation.","craft","Arisawa (2016)"
"552","m'sieqv ndaam zoux lalc bun biauv","'Split bamboo to make walls for the house.' Bamboo wall construction required splitting large culms into flat strips. These were woven in a distinctive pattern that allowed air circulation while providing structural integrity and weather protection.","craft","Arisawa (2016)"
"553","mbuo hoqc ndaam-ndaangx yiem mienh gox","'We learn bamboo weaving from elders.' The craft of bamboo weaving was transmitted through apprenticeship with skilled elders. Young people learned to make baskets, trays, fish traps, and storage containers essential for daily mountain life.","craft","Arisawa (2016)"
"554","zoux nyaanh-henv se mienh siou-gong nyei gong","'Making silver ingots is a craftsperson's work.' Mien silversmiths were highly respected specialists. They cast ingots, fashioned jewelry, and created the ornamental silver pieces that adorned ceremonial garments and served as portable wealth.","craft","Arisawa (2016)"
"555","suix-nzaang nyei biauv-zeiv gorngv mienh nyei jauv","'Embroidery patterns speak of people's path.' Every motif in Mien embroidery carried symbolic meaning. Geometric patterns represented mountains, rivers, and spiritual concepts, while the arrangement of designs told stories of family history and cultural identity.","craft","Arisawa (2016)"
"556","zoux biauv oix zuqc lorx longx nyei ndaam","'Making a house needs finding good bamboo.' Selecting the right bamboo was the critical first step in house construction. Experienced builders chose mature culms of specific species, harvested during the proper lunar phase to prevent insect damage.","craft","Arisawa (2016)"
"557","mbuo zoux laanx zuoqc ndaam caux normh","'We make baskets using bamboo and rattan.' Basket weaving was a universal Mien household skill. Different basket forms served specific purposes from rice storage to backpack carrying frames for mountain travel and market transport.","craft","Arisawa (2016)"
"558","zoux hlieqv zuoqc ndiangx caux hlieqv-zaanc","'Make a crossbow using wood and crossbow parts.' Crossbow crafting was a specialized Mien skill combining woodworking and engineering knowledge. A well-made crossbow was prized for hunting and could last a lifetime with proper maintenance.","craft","Arisawa (2016)"
"559","nyaanh-zaangc nyei mienh hoqc zoux nyaanh-beiz","'Silversmith people learn to make silver bracelets.' Silversmithing apprenticeship lasted several years. Young craftspeople progressed from simple items like bracelets to increasingly complex pieces, eventually mastering the ornate neck rings and headdress ornaments.","craft","Arisawa (2016)"
"560","suix-nzaang nyei mienh zuoqc nzaaux caux suix","'Embroidery people use needle and thread.' Mien women began learning embroidery techniques as young girls. The cross-stitch method characteristic of Mien needlework required exceptional precision and patience, with complex pieces taking months to complete.","craft","Arisawa (2016)"
"561","zoux ndiangx-zaanc yiem wuov lomc nyei ndiangx","'Make wooden tools from that forest's wood.' Mien woodworkers selected specific tree species for different implements. Hardwoods were chosen for tool handles and rice mortars, while softer woods served for household items and ceremonial carvings.","craft","Arisawa (2016)"
"562","ndaam-laanx dorh hnaangx jiex mbong nyei nzaangc","'Bamboo basket carries food across the mountain road.' The conical carrying basket was perhaps the most essential Mien craft item. Its design distributed heavy loads efficiently across the bearer's back, enabling transport of goods over steep mountain terrain.","craft","Arisawa (2016)"
"563","zoux ceix zuoqc bianx caux ndaam","'Make a hat using palm leaves and bamboo.' Traditional Mien rain hats were crafted from a bamboo frame covered with layered palm leaves. These lightweight, waterproof hats were indispensable during the monsoon season for field workers.","craft","Arisawa (2016)"
"564","mbuo zoux ndoqv yiem biauv-hlen","'We make cloth at inside the house.' Textile production was a domestic activity, with looms set up inside the family home. Women wove cotton and hemp cloth during the dry season when agricultural demands were lighter.","craft","Arisawa (2016)"
"565","nyaanh-zaangc zuoqc ndiangx-ndiangx bun nyaanh lungz","'Silversmith uses fire to melt silver.' The silversmithing process began with melting raw silver in a clay crucible over a charcoal forge. Temperature control was critical, requiring years of experience to master the feel of properly heated metal.","craft","Arisawa (2016)"
"566","zoux faang zuoqc ndaam caux normh niangx","'Make a floor using bamboo and dried rattan.' Mien house floors were constructed from split bamboo strips lashed with rattan. Elevated above the ground on wooden posts, the bamboo floor provided ventilation and protection from moisture and insects.","craft","Arisawa (2016)"
"567","suix-nzaang nyei setv maaih hnamv-daaih","'Embroidery colors have deep meaning.' The color choices in Mien embroidery were never arbitrary. Red symbolized vitality and protection, blue represented the sky and spiritual realm, and the specific combinations identified clan and regional affiliations.","craft","Arisawa (2016)"
"568","zoux hlaang-zaanc bun caangh norm yiem mbong","'Make hunting tools for hunting animals in mountains.' Mien hunters crafted their own weapons and traps from locally available materials. The skill of making effective snares, deadfalls, and crossbow bolts was considered essential masculine knowledge.","craft","Arisawa (2016)"
"569","ndaam-dauh dorh wuom yiem ndaix-hlen","'Bamboo pipe carries water from the stream.' Bamboo aqueduct systems channeled water from mountain streams to village sites. Lengths of large bamboo were split, hollowed, and joined end to end, creating gravity-fed water delivery over considerable distances.","craft","Arisawa (2016)"
"570","zoux biauv nyei ziangh hoc mbuo heuc mienh daaih tengx","'House building time we call people to come help.' House construction was a communal effort in Mien villages. When a family was ready to build, they called upon neighbors and relatives who contributed labor in exchange for food and future reciprocity.","craft","Arisawa (2016)"
"571","muoqv-suiv daaih mbuo zuqc mbenc biauv","'Great rains come we must prepare the house.' The monsoon season demanded thorough preparation of Mien highland homes. Roof thatch was reinforced, drainage channels cleared, and stored food supplies elevated to protect against the heavy seasonal rains.","weather","Arisawa (2016)"
"572","nziaaux-henv buatc mbong nyei mbiaauc njiangx","'Strong wind shows mountain's face changing.' Sudden strong winds in the highlands signaled approaching weather changes. Mien farmers read wind direction and intensity to predict storms, adjusting their daily plans accordingly.","weather","Arisawa (2016)"
"573","mbiaauc-nqaang nyei ziangh hoc zoux gong yiem ndeic","'Dry season time do work in the field.' The dry season was the period of most intensive agricultural labor. Mien farmers cleared new swidden fields, burned the dried vegetation, and prepared the soil before the rains returned.","weather","Arisawa (2016)"
"574","muing-ndaatv gorngv muoqv oix daaih","'Fog speaks that rain will come.' Morning fog patterns were reliable weather indicators in the Mien highlands. Low-hanging fog that lingered past mid-morning typically preceded afternoon rainfall, guiding farmers' daily work schedules.","weather","Arisawa (2016)"
"575","lungh mbiaauc-ndaang se longx nyei jangx-hoc","'Red sky is a good sign.' A red sunrise or sunset carried weather significance in Mien tradition. Evening redness generally predicted fair weather the following day, while morning redness warned of approaching storms.","weather","Arisawa (2016)"
"576","muoqv-suiv nyei wuom dorh deic mingh","'Monsoon water carries earth away.' Erosion during the monsoon was a serious concern for highland farmers. Mien communities developed terracing and drainage techniques to protect their steep mountain fields from being washed away by heavy rains.","weather","Arisawa (2016)"
"577","laeng nyei ziangh hoc mbuo buatc lungh-nzaeng","'Cold time we see frost.' Frost occasionally reached the higher Mien settlements during the cool season. These cold snaps could damage crops, and families prepared by covering sensitive plants and keeping fires burning through the night.","weather","Arisawa (2016)"
"578","mbuo mangc mbiaauc lorx zoux gong nyei hnoi","'We watch the sky to find working days.' Weather observation was integral to Mien agricultural planning. Elders combined traditional sky-reading knowledge with lunar calendar information to identify the best days for planting, harvesting, and other field work.","weather","Arisawa (2016)"
"579","nziaaux caux muoqv bun mbong nyei nzaangc haih waaic","'Wind and rain make mountain roads able to be ruined.' Mountain trail maintenance was a constant challenge during the wet season. Heavy rains and strong winds caused landslides that could cut off villages for days, making path repair a communal priority.","weather","Arisawa (2016)"
"580","hnoi-nzaeng cuotv mbuo ziouc mingh zoux gong","'Clear sun emerges we then go do work.' After days of monsoon rain, the appearance of clear skies prompted immediate activity. Mien farmers seized every dry window to tend their fields, knowing another storm could arrive without warning.","weather","Arisawa (2016)"
"581","Meih longx nyei fai","'Are you well?' This is the most common Iu Mien greeting, used when meeting someone on the road or visiting a household. It reflects genuine concern for well-being rather than mere formality.","greeting","Arisawa (2016)"
"582","Daaih mienh aah, yie zipv meih","'Elder, I receive you.' A respectful greeting offered to elders when they arrive at one's home. The word zipv conveys honor and willingness to serve.","greeting","Arisawa (2016)"
"583","Bieqc biauv daaih zueiz","'Enter the house and sit.' This welcoming phrase invites guests inside and is always accompanied by an offer of tea or water. Refusing to sit is considered a mild insult.","greeting","Arisawa (2016)"
"584","Meih daaih norm haaix daaih","'Which village do you come from?' A standard greeting among Mien travelers meeting on mountain paths. It establishes kinship networks and clan connections quickly.","greeting","Arisawa (2016)"
"585","Yie buatc meih longx hnyouv","'Seeing you makes my heart glad.' This warm greeting is reserved for reunions after long separation. It expresses deep emotional attachment common among displaced Mien communities.","greeting","Arisawa (2016)"
"586","Ong-taaix aah, mbuo oix bun meih nyaanh","'Grandparent, we wish to offer you silver.' A ceremonial greeting spoken at the ancestor altar when beginning a major family gathering. It opens the spiritual channel between living and deceased.","greeting","Arisawa (2016)"
"587","Mingh nzaangc longx nyei","'May your road be good.' A farewell blessing given to travelers departing on a journey. The Mien associate roads with fate, so blessing the path blesses the person's destiny.","greeting","Arisawa (2016)"
"588","Meih nyei biauv maaih baengh orn","'May your house have peace.' This greeting is spoken when entering someone's home for the first time. It serves as both a blessing and an acknowledgment of the household spirits.","greeting","Arisawa (2016)"
"589","Yie gorngv waac bun daaih mienh muangx","'I speak words for the elders to hear.' A formal opening phrase used by younger speakers before addressing a gathering of elders. It shows deference and requests permission to be heard.","greeting","Arisawa (2016)"
"590","Mbuo buangh nzunc yiem naaiv","'We meet again here.' Said when encountering someone unexpectedly. The Mien believe unexpected meetings carry spiritual significance and may signal ancestral guidance.","greeting","Arisawa (2016)"
"591","Siou-seiz aah, meih bieqc daaih","'Young one, come in.' An elder's greeting to a visiting youth. The tone conveys both welcome and gentle authority, reinforcing generational respect.","greeting","Arisawa (2016)"
"592","Yie daaih lorz meih nyei biauv","'I come seeking your house.' A polite announcement spoken before entering someone's property. Arriving unannounced without this phrase was traditionally considered ill-mannered.","greeting","Arisawa (2016)"
"593","Meih nyanc hnaangx liuz nyei fai","'Have you eaten yet?' This greeting is as common as asking about health. Offering food is central to Mien hospitality, and this phrase opens the door to sharing a meal.","greeting","Arisawa (2016)"
"594","Mbuo oix zuqc caux jienv gorngv","'We must continue speaking together.' A farewell that promises future conversation. It signals that the relationship matters and dialogue remains open.","greeting","Arisawa (2016)"
"595","Yie bun meih kuonx nyei hnyouv","'I give you a respectful heart.' Spoken when greeting a ritual master or community leader for the first time. It pledges loyalty and acknowledges their spiritual authority.","greeting","Arisawa (2016)"
"596","Daaih zuangx mienh aah, yie caux meih gorngv","'All people, I speak with you.' A formal greeting that opens a community meeting or feast. The speaker addresses the entire gathering before any specific business begins.","greeting","Arisawa (2016)"
"597","Meih nyei dorn-jueiv longx nyei fai","'Are your children well?' Asking about family members is essential in Mien greetings. Skipping this inquiry suggests indifference to the other person's household.","greeting","Arisawa (2016)"
"598","Yie mingh aqv, mbuo buangh nzunc","'I go now, we will meet again.' A common farewell that expresses hope for reunion. The Mien view partings not as endings but as pauses in an ongoing relationship.","greeting","Arisawa (2016)"
"599","Tin-hungh bun meih duqv longx","'May heaven grant you goodness.' A blessing-farewell spoken to someone facing difficulty or embarking on a dangerous journey. It invokes divine protection.","greeting","Arisawa (2016)"
"600","Mbuo nyei jauv buangh jienv aqv","'Our paths have crossed.' This greeting acknowledges a meeting as fated. The Mien believe that crossing paths is arranged by ancestors, making every encounter meaningful.","greeting","Arisawa (2016)"
"601","Mienh nyei gorn yiem mbong hlang","'The origin of the Mien is in the high mountains.' This opening line begins many Iu Mien origin stories. It ties the people's identity to mountain landscapes across southern China and Southeast Asia.","story","Arisawa (2016)"
"602","Baeqc Bungz Hungh daaih Mienh nyei domh diex","'Pan King is the great ancestor of the Mien.' The legend of Baeqc Bungz Hungh tells how a dragon-dog saved the emperor and won a princess. This myth is central to Mien identity and ceremonial life.","story","Arisawa (2016)"
"603","Lungh Ndaamv Hungh bun wuom daaih njiec","'The Dragon King sent the great flood down.' In this flood myth, the Dragon King punishes humanity, but a brother and sister survive inside a gourd. They repopulate the earth and become ancestors of all peoples.","story","Arisawa (2016)"
"604","Zuangx norm ga'naaiv biaux wuom daaih","'All the animals fled the great flood.' Many Mien folktales describe animals helping humans escape the primordial deluge. The gourd, carried by floodwaters, becomes a symbol of survival and rebirth.","story","Arisawa (2016)"
"605","Mienh caux meux yiem lomh nzaangc mingh","'The Mien and the cat traveled the same road.' This trickster tale explains why cats and Mien people share a special bond. The cat once carried a sacred document across a river for the Mien ancestors.","story","Arisawa (2016)"
"606","Waac-jienv laengz bun Mienh yiem mbong","'The charter granted the Mien the mountains.' The legendary charter from a Chinese emperor gave the Mien the right to farm mountain slopes. This document shapes Mien self-understanding as a free mountain people.","story","Arisawa (2016)"
"607","Gaeqv gorngv bun mienh hiuv ndorm daaih","'The rooster told the people that morning had come.' In this fable, the rooster's crow ended an age of darkness. The Mien honor the rooster in ceremonies as a herald between spiritual and earthly realms.","story","Arisawa (2016)"
"608","Mbuoqc dangx mienh mv muangx kuv waac","'The foolish person did not listen to the old words.' A moral fable about a youth who ignored elder wisdom and met misfortune. It reinforces the Mien value of respecting ancestral teachings.","story","Arisawa (2016)"
"609","Naaiv norm mbong maaih zinh daaih eix","'This mountain holds an ancient spirit.' Stories of mountain spirits are common in Mien oral tradition. Each peak and valley has its own guardian, and humans must show respect when passing through.","story","Arisawa (2016)"
"610","Nyungc zeiv dorn mingh lorz ninh nyei diex","'The orphan child went searching for his father.' This tale follows an orphan on a quest through spirit realms. It teaches that persistence and filial devotion can overcome even supernatural obstacles.","story","Arisawa (2016)"
"611","Mienh sai-gorx longc cong-mengh hinc norm","'The Mien trickster used cleverness to defeat the creature.' Trickster figures in Mien tales rely on wit rather than strength. These stories celebrate intelligence as the greatest survival tool.","story","Arisawa (2016)"
"612","Domh zaangc mienh gorngv taux lungh ndaamv","'The great priest spoke of the dragon realm.' Ritual masters often recount cosmological stories during ceremonies. The dragon realm lies beneath the waters and mirrors the human world above.","story","Arisawa (2016)"
"613","Diuz hlen nzaanx jiex mbong caux ndoqv","'The river serpent wove between mountains and valleys.' River serpent legends explain the formation of waterways. The Mien see rivers as living paths carved by ancient creatures.","story","Arisawa (2016)"
"614","Cin-daaih baeqc fingx jiex wuom daaih","'A thousand generations crossed the great water.' This migration epic describes the Mien crossing seas and rivers during their southward journey. Each crossing tested their unity and faith.","story","Arisawa (2016)"
"615","Ong-taaix nyei lingh wuonh zuotv jienv mbuo","'The ancestors' spirits sit beside us.' This story explains why the Mien set places at feasts for the dead. The ancestors are believed to join every major gathering invisibly.","story","Arisawa (2016)"
"616","Faix dorn haih buatc mv buatc nyei sic","'The child could see invisible things.' Tales of children with spiritual sight appear throughout Mien folklore. Such children are believed destined to become sai mienh, ritual masters.","story","Arisawa (2016)"
"617","Norm mbiaauc nzung bun deic-bung orn","'The bird sang and the land became peaceful.' In this legend, a sacred bird's song ended a war between villages. The Mien associate certain birdsongs with omens of peace.","story","Arisawa (2016)"
"618","Nqoi daaih nyei ziangh hoc mienh oix zuqc lomh nzoih","'In times of great hardship the people must unite.' This story recounts how scattered Mien clans joined forces against a common threat. Unity is presented as the highest communal virtue.","story","Arisawa (2016)"
"619","Baeqc Bungz Hungh nyei ciouh doix mv haih muoqc","'Pan King's lineage cannot be extinguished.' This closing motif in many Mien tales affirms cultural continuity. No matter the hardship, the people of Pan King endure and rebuild.","story","Arisawa (2016)"
"620","Kuv waac gorngv taux mbuo nyei gorn se hnangv naaic","'The old stories tell of our origin in this way.' This formulaic ending closes Mien oral narratives. It signals that the tale belongs not to the teller but to the collective memory of the people.","story","Arisawa (2016)"
"621","Yie nyei hnyouv nzung bun meih muangx","'My heart sings for you to hear.' This opening line of a traditional Mien love song uses the heart as the source of melody. Love songs are sung during courtship festivals in the mountains.","music_poetry","Arisawa (2016)"
"622","Mbong hlang nyei nziaaux dorh yie nyei waac mingh","'The mountain wind carries my words away.' A verse from a longing song sung by separated lovers. Wind serves as a messenger in Mien poetic tradition.","music_poetry","Arisawa (2016)"
"623","Yie zuqc nzung yietc zungv baamz muonx","'I must sing through the entire night.' Work songs and ceremonial chants often last from dusk until dawn. Endurance in singing demonstrates devotion and spiritual commitment.","music_poetry","Arisawa (2016)"
"624","Faix dorn aah, bueix aqv bueix","'Little child, sleep now sleep.' This lullaby is among the most recognized Mien songs. Mothers sing it while rocking infants in cloth slings as they work in the fields.","music_poetry","Arisawa (2016)"
"625","Hnoi mingh ndortv mbong nyei dorngx","'The sun goes behind the mountain place.' A verse describing sunset in the highlands. Mien poetry frequently marks time by the sun's position relative to mountain peaks.","music_poetry","Arisawa (2016)"
"626","Mbuo nyei nzung se ong-taaix nyei qiex","'Our songs are the breath of the ancestors.' This line from a mourning chant connects music to ancestral presence. Singing is understood as channeling the voices of those who came before.","music_poetry","Arisawa (2016)"
"627","Wuom ndortv mbong njiec taux ndoqv","'Water descends from the mountain down to the valley.' A work song verse sung during rice planting. Its rhythm matches the repetitive motion of transplanting seedlings into paddies.","music_poetry","Arisawa (2016)"
"628","Yie hnamv taux meih nyei hmien","'I think of your face.' A courtship verse expressing longing. Mien love poetry often focuses on the face as the most memorable feature of the beloved.","music_poetry","Arisawa (2016)"
"629","Baamz hmuangx nyei norm mbiaauc corc nzung","'In the dark night the bird still sings.' This poetic image represents hope during difficult times. Mourning songs use the nightbird as a symbol of the soul persisting beyond death.","music_poetry","Arisawa (2016)"
"630","Mbuo caux jienv zoux gong yaac caux jienv nzung","'We work together and also sing together.' Work songs synchronize collective labor in Mien farming communities. The rhythm of the song sets the pace for planting and harvesting.","music_poetry","Arisawa (2016)"
"631","Meih nyei qiex hnangv nziaaux buangv mbong","'Your voice is like wind filling the mountains.' A verse praising a skilled singer. Vocal power and resonance are highly valued in Mien musical tradition.","music_poetry","Arisawa (2016)"
"632","Yie nyei hnyouv zuqc nzaeng buo norm","'My heart is torn into three pieces.' A mourning song verse expressing grief at losing a loved one. The number three appears often in Mien poetry, reflecting spiritual tripartite structures.","music_poetry","Arisawa (2016)"
"633","Nzung jiex ziangh hoc mv haih muoqc","'Songs that cross time cannot be extinguished.' This verse celebrates the permanence of oral tradition. Even when written records are lost, songs preserve the people's memory.","music_poetry","Arisawa (2016)"
"634","Muoqv njiec daaih yie nyei wuom-mueic yaac njiec","'Rain falls and my tears also fall.' A mourning song connecting personal grief with natural phenomena. The Mien see tears and rain as parallel expressions of sorrow.","music_poetry","Arisawa (2016)"
"635","Yie oix nzung bun lungh caux deic muangx","'I wish to sing for heaven and earth to hear.' This line opens ceremonial chants that address cosmic forces. The singer positions themselves as a mediator between sky and land.","music_poetry","Arisawa (2016)"
"636","Faix dorn bueix aqv hnoi cuotv daaih","'Child sleep now until the sun comes out.' Another lullaby verse promising that dawn will bring safety and renewal. Night in Mien lullabies represents temporary hardship that always passes.","music_poetry","Arisawa (2016)"
"637","Za'eix nyei nzung se hnyouv nyei nzaangc","'The love song is the road of the heart.' This poetic saying frames love songs as journeys. Courtship through song is a path two hearts walk together.","music_poetry","Arisawa (2016)"
"638","Yie nzung taux lox liuz nyei sic","'I sing of things already passed.' Nostalgic songs remembering lost homelands are common among diaspora Mien. These songs preserve landscapes that exist now only in collective memory.","music_poetry","Arisawa (2016)"
"639","Gong-bou nzung bun mbong muangx ninh nyei qiex","'The farmer sings so the mountain hears his voice.' Solo work songs are sung to announce human presence to mountain spirits. This practice keeps the singer safe from spiritual disturbance.","music_poetry","Arisawa (2016)"
"640","Mbuo nyei nzung mbuo nyei za'eix mbuo nyei mingh","'Our songs, our love, our life.' This closing refrain summarizes the Mien view that music, emotion, and existence are inseparable. Song is not entertainment but a mode of being.","music_poetry","Arisawa (2016)"
"641","Ong-taaix nyei nzaangc-beu yiem biauv gu'nyuoz","'The ancestor altar is inside the house.' Every Mien household maintains an altar for ancestral spirits. It occupies the most honored position in the home and receives daily offerings.","spiritual","Arisawa (2016)"
"642","Sai mienh heuc lingh wuonh nzuonx daaih","'The ritual master calls the spirit to return.' Soul-calling ceremonies are performed when illness is believed to result from soul loss. The sai mienh chants to guide the wandering soul home.","spiritual","Arisawa (2016)"
"643","Mbuo bun hnaangx caux jiux bun ong-taaix","'We offer food and wine to the ancestors.' Ancestral offerings are made during major festivals and family milestones. The food is placed on the altar and the ancestors are invited to eat first.","spiritual","Arisawa (2016)"
"644","Guon-jauv nyei gaengh zuov jienv biauv","'The spirit gate guards the house.' Spirit gates are placed at the entrance of Mien homes to ward off malevolent forces. They are consecrated by a ritual master during a special ceremony.","spiritual","Arisawa (2016)"
"645","Mv dungx gorngv waaic nyei waac yiem nzaangc-beu","'Do not speak bad words near the altar.' This taboo reflects the Mien belief that the altar space is sacred and occupied by ancestral spirits. Negative speech can offend the ancestors and bring misfortune.","spiritual","Arisawa (2016)"
"646","Sai mienh nzung buo hnoi buo baamz","'The ritual master chants for three days and three nights.' Major Mien ceremonies such as ordination or funerals can last several days. The ritual master's endurance demonstrates his spiritual power.","spiritual","Arisawa (2016)"
"647","Ndiangx-dorngx se ong-taaix nyei qiex","'The hearth fire is the ancestors' breath.' The central hearth connects the household to its lineage. Letting the fire die completely is considered an ill omen in traditional Mien homes.","spiritual","Arisawa (2016)"
